Position,Mutability,Shannon_entropy,Gap_percentage,A_percentage,T_percentage,G_percentage,C_percentage,Element
44,0.0999633074358279,0.3359944524499181,6.164350780913486,0.0,93.82129125919307,0.0005317762923493,0.0138261836010826,multiloop
45,0.0998090923110466,0.335481519954148,6.155576472089722,0.0,0.0132944073087333,0.0,93.83112912060156,stem
46,0.0994953442985604,0.3335759812931246,6.151322261750926,0.0005317762923493,93.84788007381056,0.0,0.0002658881461746,stem
47,0.099458119958096,0.3335939475236875,6.148397492143006,0.0013294407308733,0.0002658881461746,93.85000717897996,0.0,stem
48,0.0945950257645613,0.3219414324004809,5.852729873596775,0.0,94.14514302123382,0.0002658881461746,0.0018612170232226,stem
49,0.0948662316736595,0.3242243463459077,5.849273327696505,0.0013294407308733,0.0186121702322267,94.1307850613404,0.0,stem
50,0.094462081691474,0.3214105813102756,5.847412110673282,0.0,94.15232200118056,0.0,0.0002658881461746,stem
51,0.0944886705060915,0.3217570676101302,5.846082669942409,0.002392993315572,0.0002658881461746,94.15125844859584,0.0,stem
52,0.0948529372663507,0.3245684166309581,5.843689676626837,0.0085084206775893,0.0140920717472573,94.13317805465596,0.0005317762923493,stem
53,0.0949991757467468,0.3253863969383548,5.843157900334487,0.0005317762923493,0.031108913102436,0.0002658881461746,94.12493552212456,interior loop & bulge
54,0.0944142218251626,0.3214627166515988,5.842892012188313,0.0002658881461746,94.15551265893464,0.0,0.0013294407308733,stem
55,0.0947412642449574,0.3240389855197824,5.840764907018915,0.0077107562390653,0.0124967428702093,94.1390275938718,0.0,stem
56,0.0945657780684821,0.3230540598232565,5.838371913703344,0.0005317762923493,94.1475360145494,0.0005317762923493,0.0130285191625586,interior loop & bulge
57,0.0947279698376487,0.3241352594108417,5.83757424926482,0.0018612170232226,0.0202074991092747,0.0005317762923493,94.13982525831034,stem
58,0.0943982685363921,0.3219426505051984,5.836776584826295,94.15710798781168,0.000797664438524,0.0042542103387946,0.0010635525846986,stem
59,0.0946216145791788,0.3236139506438568,5.835447144095422,0.0002658881461746,0.0180803939398773,0.0010635525846986,94.14514302123382,stem
60,0.0956054007200251,0.3297019005436041,5.821355072348164,0.0002658881461746,94.09861259565326,0.0005317762923493,0.0792346675600508,stem
61,0.0967407431041909,0.3353548863699548,5.816834973863196,0.0010635525846986,0.1379959478646523,0.0002658881461746,94.04383963754128,interior loop & bulge
62,0.0950124701540555,0.3266123804562686,5.808326553185606,0.0513164122117107,0.003190657754096,94.1371663768486,0.0,stem
63,0.0936006040978681,0.319108219663083,5.772697541598201,0.003190657754096,0.0013294407308733,94.22278235991683,0.0,stem
64,0.0614653627511978,0.2188905195618659,3.4488351440316087,0.0,0.0178145057937027,0.0,96.53335035017469,stem
65,0.0604097868108843,0.2145013244057653,3.3945939622119767,0.0002658881461746,96.60115182744924,0.0,0.00398832219262,hairpin loop
66,0.0612420167084111,0.2200201290702291,3.387680870411435,0.002392993315572,0.0491893070423134,96.5604709410845,0.0002658881461746,hairpin loop
67,0.0651027125908672,0.2389587904271091,3.3828948837802915,0.0005317762923493,0.2555185084738552,0.0002658881461746,96.36078894330733,hairpin loop
68,0.0601412397832479,0.2134577149646243,3.378640673441496,96.61896633324292,0.0005317762923493,0.0018612170232226,0.0,hairpin loop
69,0.0600588144579338,0.2131325871569854,3.374652351248877,0.0013294407308733,96.62375231987409,0.0,0.0002658881461746,hairpin loop
70,0.0599258703848465,0.2126631741928419,3.3688028120330338,0.0,0.0005317762923493,96.63066541167464,0.0,stem
71,0.0603486325372642,0.2156835723003289,3.365612154278938,0.0,0.0244617094480693,0.0,96.609926136273,stem
72,0.0597822907859121,0.2124327455100131,3.356306069162825,0.0002658881461746,96.64103504937542,0.000797664438524,0.001595328877048,stem
73,0.0594738605363495,0.2113687524071195,3.3379597870767728,0.0005317762923493,96.6604448840462,0.0005317762923493,0.0005317762923493,interior loop & bulge
74,0.0594871549436583,0.2114547886197635,3.3376938989305978,96.65991310775382,0.0,0.002392993315572,0.0,stem
75,0.0592771033081803,0.2109471253636357,3.3267924849374366,0.000797664438524,0.001595328877048,96.670814521747,0.0,stem
76,0.059269126663795,0.2108958051747905,3.3267924849374366,0.0,96.67108040989316,0.0002658881461746,0.0018612170232226,stem
77,0.0593063510042595,0.2113290307476221,3.325197156060389,0.0053177629234933,0.0,96.66921919286996,0.0002658881461746,stem
78,0.0593967529739589,0.2120700818519468,3.323867715329514,0.001595328877048,0.009571973262288,0.0,96.66496498253116,stem
79,0.0592983743598742,0.2113845003708398,3.323867715329514,96.67001685730848,0.0002658881461746,0.0013294407308733,0.0045200984849693,stem
80,0.0597078421049832,0.2142300903146011,3.323867715329514,0.0050518747773186,0.0218028279863227,0.0005317762923493,96.64874580561448,interior loop & bulge
81,0.0592664677823333,0.2111690142236752,3.32360182718334,0.0,96.67161218618553,0.0018612170232226,0.0029247696079213,stem
82,0.0596174401352838,0.2135027360163745,3.323335939037165,0.0010635525846986,0.0218028279863227,0.0,96.65379768039182,stem
83,0.0592398789677158,0.2110605405126304,3.3228041627448164,96.67267573877022,0.0002658881461746,0.0042542103387946,0.0,stem
84,0.0593621875149562,0.2119702093925203,3.322538274598642,0.0005317762923493,0.0106355258469866,0.0,96.66629442326202,stem
85,0.0593887763295736,0.212198288910622,3.3217406101601177,0.0061154273620173,0.006381315508192,96.66576264696968,0.0,stem
86,0.0594233417885763,0.2125702838819399,3.319081728698371,0.0,0.0170168413551787,0.0002658881461746,96.66363554180028,stem
87,0.0592372200862541,0.2115025758851852,3.318549952406022,96.67267573877022,0.006381315508192,0.002392993315572,0.0,stem
88,0.0594951315880435,0.2135530504652914,3.313232189482528,0.0053177629234933,0.0210051635477987,96.6604448840462,0.0,stem
89,0.0590218506878526,0.2102543041423212,3.31216863689783,0.0,96.68517248164042,0.0,0.0026588814617466,multiloop
90,0.0591840424570191,0.2116031509767376,3.3113709724593057,96.67586639652431,0.0,0.012762631016384,0.0,multiloop
91,0.0590245095693143,0.2105399369670958,3.3089779791437337,0.0,96.6854383697866,0.0002658881461746,0.0053177629234933,stem
92,0.0588835888518418,0.2094765170187561,3.305255545097288,96.69474445490272,0.0,0.0,0.0,stem
93,0.0586336539944376,0.2088505476425196,3.2885045918882847,96.71043185552702,0.0,0.0010635525846986,0.0,stem
94,0.0585538875505852,0.2086344287866847,3.283186828964791,0.0,96.71548373030431,0.0,0.0013294407308733,stem
95,0.0584262612404213,0.2081966469141962,3.2733489675563283,0.0,96.72505570356662,0.0,0.001595328877048,stem
96,0.0570808672207775,0.2039900330685826,3.1893283133651336,96.80960813405017,0.0,0.0010635525846986,0.0,stem
97,0.0086998601428351,0.0427455346251366,0.4597206047359996,99.53788640194844,0.0002658881461746,0.0005317762923493,0.001595328877048,hairpin loop
98,0.0088195098086137,0.0438644700047709,0.4549346181048556,0.0002658881461746,99.5317709745864,0.0,0.0130285191625586,hairpin loop
99,0.0085350094922068,0.041968406587527,0.4528075129354583,99.54612893447984,0.0,0.0010635525846986,0.0,hairpin loop
100,0.0085881871214417,0.0424292350993713,0.452275736643109,99.5434700530181,0.0,0.00398832219262,0.0002658881461746,hairpin loop
101,0.0150705401251801,0.0744800874488911,0.4512121840584103,0.003190657754096,0.3286377486718887,0.0029247696079213,99.2140346399077,hairpin loop
102,0.0085935048843652,0.0425763744402383,0.4509462959122357,0.0,99.54293827672576,0.0,0.0061154273620173,stem
103,0.0085031029146658,0.0419036467477584,0.4506804077660609,99.5477242633569,0.0010635525846986,0.0,0.0005317762923493,stem
104,0.0111805965466447,0.0568106001626645,0.4504145196198862,99.41265308510016,0.0021271051693973,0.1340076256720322,0.000797664438524,stem
105,0.0086413647506766,0.0429376501421857,0.4506804077660609,0.0,99.54081117155636,0.0013294407308733,0.007178979946716,stem
106,0.0086945423799116,0.0433337337641495,0.4501486314737116,0.001595328877048,99.5381522900946,0.0,0.0101037495546373,stem
107,0.0084871496258953,0.0418268714281776,0.4498827433275369,99.54852192779542,0.0,0.001595328877048,0.0,stem
108,0.0094204170189684,0.0476507562196075,0.4498827433275369,0.0002658881461746,0.0481257544576147,0.0002658881461746,99.5014597259225,stem
109,0.0084818318629718,0.041841521266795,0.4498827433275369,0.0010635525846986,99.54852192779542,0.0,0.0005317762923493,stem
110,0.0089099117783131,0.0448722257595742,0.4480215263043143,0.002392993315572,0.0218028279863227,99.52725087610143,0.0005317762923493,stem
111,0.0084658785742014,0.0418246915155607,0.4480215263043143,0.0,99.5495854803801,0.0005317762923493,0.0018612170232226,stem
112,0.0086520002765236,0.0431007598029031,0.4480215263043143,0.0,0.0116990784316853,0.0,99.540279395264,stem
113,0.0085562805439007,0.0425108328343421,0.4480215263043143,0.0058495392158426,0.000797664438524,99.54506538189514,0.0002658881461746,stem
114,0.0084871496258953,0.0419973854784881,0.4480215263043143,0.0,99.54852192779542,0.0010635525846986,0.002392993315572,stem
115,0.0084711963371248,0.0418594672625157,0.4480215263043143,0.0002658881461746,99.54931959223394,0.0,0.002392993315572,stem
116,0.0083701588415785,0.041386609233715,0.4440332041116943,0.000797664438524,0.000797664438524,99.55437146701126,0.0,stem
117,0.0085509627809772,0.0427437557341887,0.4440332041116943,99.54533127004132,0.0,0.0074448680928906,0.003190657754096,stem
118,0.0088328042159224,0.0444803327261762,0.4440332041116943,0.0005317762923493,0.0244617094480693,0.0,99.53097331014789,stem
119,0.0084446075225074,0.0419856337330589,0.4440332041116943,99.5506490329648,0.001595328877048,0.0034565459002706,0.0002658881461746,stem
120,0.0083967476561959,0.0416139008983866,0.4435014278193449,0.0034565459002706,0.0,99.55304202628038,0.0,stem
121,0.0088514163861546,0.0447574952925763,0.4432355396731703,0.0050518747773186,0.021536939840148,99.53017564570936,0.0,stem
122,0.0082106259538737,0.0409576265235789,0.4331317901185328,99.56234811139647,0.0,0.0045200984849693,0.0,stem
123,0.00875303777207,0.0445464836567317,0.4328659019723582,0.0026588814617466,0.029513584225388,0.0,99.5349616323405,stem
124,0.0081627660875622,0.0406447644611265,0.4328659019723582,99.56474110471208,0.0002658881461746,0.0018612170232226,0.0002658881461746,interior loop & bulge
125,0.0081255417470978,0.0403255692863695,0.4328659019723582,0.0,0.0002658881461746,0.0002658881461746,99.56660232173527,interior loop & bulge
126,0.0082159437167972,0.0410505614681251,0.4328659019723582,0.0010635525846986,0.00398832219262,99.56208222325031,0.0,stem
127,0.0081255417470978,0.0403524536006872,0.4326000138261836,99.56660232173527,0.0,0.0005317762923493,0.0002658881461746,stem
128,0.0084791729815101,0.0429211329473419,0.4326000138261836,0.002392993315572,0.0154215124781307,99.54878781594158,0.000797664438524,stem
129,0.0082212614797207,0.0410998656137432,0.4323341256800089,0.0002658881461746,99.56181633510414,0.0,0.005583651069668,stem
130,0.0082212614797207,0.0411414436226179,0.4320682375338343,99.56181633510414,0.0010635525846986,0.0050518747773186,0.0,multiloop
131,0.0081680838504857,0.0407941232862451,0.4318023493876595,99.5644752165659,0.000797664438524,0.001595328877048,0.0013294407308733,multiloop
132,0.0084871496258953,0.0428849322731055,0.4312705730953102,0.0002658881461746,0.0199416109631,0.0,99.54852192779542,stem
133,0.0081680838504857,0.0408262656519048,0.4310046849491356,0.0010635525846986,99.5644752165659,0.0,0.0034565459002706,stem
134,0.0086626358023706,0.0440181631132973,0.4302070205106116,0.0005317762923493,0.0292476960792133,0.0002658881461746,99.53974761897165,stem
135,0.0152779328791963,0.0783689667922493,0.4302070205106116,0.0651425958127934,0.2773213364601779,99.20526033108392,0.0220687161324973,interior loop & bulge
136,0.0083169812123435,0.0420385338902687,0.4296752442182623,0.0,99.55676446032685,0.005583651069668,0.00797664438524,stem
137,0.0085908460029034,0.0437773738797467,0.4134560673016075,0.0005317762923493,0.039085557487676,0.0,99.54692659891836,stem
138,0.007944737807699,0.039931170605089,0.4113289621322102,0.0005317762923493,99.57936495275167,0.0,0.008774308823764,stem
139,0.0080989529324803,0.0410721857493026,0.4097336332551622,99.5716541965126,0.002392993315572,0.0162191769166547,0.0,stem
140,0.0078543358379996,0.0394281946852882,0.4097336332551622,0.0,99.58388505123663,0.001595328877048,0.004785986631144,stem
141,0.0081946726651032,0.0416150028364056,0.4094677451089875,0.000797664438524,0.0228663805710213,0.0,99.56686820988146,stem
142,0.0077984993273029,0.0392208110428055,0.4076065280857649,0.0010635525846986,99.5865439326984,0.0021271051693973,0.0026588814617466,stem
143,0.0077639338683002,0.0390044040879512,0.4062770873548916,0.0,99.5884051497216,0.0021271051693973,0.003190657754096,stem
144,0.0080085509627809,0.0405987441899338,0.4054794229163675,0.0,0.018346282086052,0.0,99.57617429499756,multiloop
145,0.0077692516312237,0.0391368646559551,0.4054794229163675,0.0029247696079213,99.58813926157544,0.001595328877048,0.0018612170232226,multiloop
146,0.008721131194529,0.0450238469349394,0.4054794229163675,0.0042542103387946,0.0507846359193614,99.53948173082549,0.0,multiloop
147,0.0136187908470664,0.0679037580544405,0.4081383043781142,0.0021271051693973,0.2956676185462299,0.0010635525846986,99.29300341932156,multiloop
148,0.0079420789262373,0.0401424291204876,0.4084041925242888,99.5790990646055,0.0010635525846986,0.0114331902855106,0.0,multiloop
149,0.008133518391483,0.0415691266021201,0.4078724162319395,0.0140920717472573,0.0050518747773186,99.5697929794894,0.003190657754096,stem
150,0.0081627660875622,0.0416853116339921,0.4076065280857649,0.013560295454908,0.010369637700812,99.56846353875852,0.0,stem
151,0.0084605608112779,0.0431830793113116,0.4076065280857649,0.0,0.0388196693415014,0.0,99.55357380257274,stem
152,0.0081999904280267,0.0419150891132614,0.4086700806704635,0.0101037495546373,99.56660232173527,0.000797664438524,0.0138261836010826,stem
153,0.008165424969024,0.0415991558331654,0.4065429755010662,0.02392993315572,0.0013294407308733,99.56819765061236,0.0,stem
154,0.0106833857132981,0.05520532332294,0.4057453110625422,0.001595328877048,0.1446431515190189,0.0074448680928906,99.4405713404485,stem
155,0.0040361820589314,0.0234361557012509,0.2174965035708778,0.002392993315572,99.77612218092094,0.0005317762923493,0.0034565459002706,interior loop & bulge
156,0.0040680886364724,0.0234235903927825,0.2204212731787991,0.0,99.77452685204388,0.0,0.0050518747773186,stem
157,0.0041425373174013,0.0235574204584502,0.2273343649793405,99.77080441799744,0.0,0.0018612170232226,0.0,stem
158,0.0042382570500241,0.0242723781803225,0.2273343649793405,0.0002658881461746,0.006381315508192,0.0,99.76601843136628,stem
159,0.0045254162478928,0.0262859351609653,0.2273343649793405,0.015155624331956,0.0058495392158426,99.75166047147286,0.0,stem
160,0.0045785938771277,0.0266739774727524,0.2273343649793405,0.005583651069668,0.0170168413551787,99.7490015900111,0.0010635525846986,stem
161,0.0042648458646416,0.0243592574486918,0.2289296938563885,0.0,99.76468899063542,0.0,0.006381315508192,hairpin loop
162,0.0138102303123122,0.0710627691307173,0.2273343649793405,0.03589489973358,99.26614871655792,0.0005317762923493,0.4700902424368117,hairpin loop
163,0.0041903971837127,0.0243043044694466,0.2209530494711484,0.000797664438524,99.76841142468189,0.0005317762923493,0.0093060851161133,hairpin loop
164,0.0315210397290068,0.1339486387254001,0.2244095953714191,0.0013294407308733,1.4730203298076563,0.0002658881461746,98.30097474594388,hairpin loop
165,0.0076283309137512,0.0441742043181242,0.2217507139096724,0.0914655222840855,0.0861477593605921,99.59505235337598,0.005583651069668,hairpin loop
166,0.0041319017915543,0.0242301860782468,0.2137740695244324,0.0,99.7713361942898,0.0018612170232226,0.0130285191625586,hairpin loop
167,0.0040946774510898,0.0239542272722518,0.2137740695244324,0.000797664438524,0.0122308547240346,0.0,99.773197411313,stem
168,0.0043233412568,0.0254518700811465,0.2132422932320831,0.001595328877048,0.023132268717196,0.0002658881461746,99.76176422102748,stem
169,0.0081175651027125,0.0464119399687665,0.2129764050859084,0.0728533520518588,0.145440815957543,99.5687294269047,0.0,stem
170,0.0043579067158027,0.0259925968322568,0.2097857473318124,0.0002658881461746,99.7596371158581,0.009571973262288,0.020739275401624,stem
171,0.0618881249036155,0.9035061214866243,0.2103175236241617,0.003190657754096,30.0453605177374,69.73794064313024,0.003190657754096,stem
172,0.0037011629947513,0.0219245641858809,0.2007455503618737,0.0026588814617466,99.79287313412992,0.0,0.0037224340464453,interior loop & bulge
173,0.0037756116756802,0.0224745598204804,0.2007455503618737,0.003190657754096,99.78915070008348,0.0002658881461746,0.0066472036543666,interior loop & bulge
174,0.0041957149466362,0.0252475677220031,0.2007455503618737,0.0093060851161133,0.021536939840148,99.76814553653568,0.0002658881461746,stem
175,0.0041505139617865,0.02475689086278,0.2007455503618737,0.000797664438524,0.0281841434945147,0.0,99.77027264170508,stem
176,0.0037702939127567,0.0224960420559515,0.2004796622156991,99.78941658822966,0.0021271051693973,0.004785986631144,0.003190657754096,stem
177,0.0040893596881663,0.0246839067624923,0.1986184451924764,0.0186121702322267,0.0085084206775893,99.77346329945918,0.000797664438524,stem
178,0.0038287893049152,0.022881011961367,0.1983525570463017,0.001595328877048,0.013560295454908,0.0,99.78649181862174,stem
179,0.0042914346792591,0.0257465818035065,0.1978207807539524,0.0010635525846986,0.0369584523182787,0.0010635525846986,99.76309366175838,stem
180,0.0056049221213619,0.0337585718092386,0.1967572281692537,0.0220687161324973,0.0763098979521294,99.6966216252147,0.0082425325314146,multiloop
181,0.0036373498396694,0.0216488147756018,0.1975548926077777,99.79606379188402,0.0002658881461746,0.0021271051693973,0.00398832219262,multiloop
182,0.0046051826917452,0.0276402683583569,0.1996819977771751,0.000797664438524,99.74527915596468,0.0005317762923493,0.0537094055272827,multiloop
183,0.0284021717743779,0.1234698338413185,0.2121787406473844,0.0018612170232226,1.318539316880175,0.0002658881461746,98.46715483730304,multiloop
184,0.0040999952140133,0.0240102693461928,0.2169647272785284,99.77266563502066,0.0037224340464453,0.0034565459002706,0.003190657754096,multiloop
185,0.0035522656328935,0.0222256903977143,0.1667118676515163,0.0021271051693973,99.800583890369,0.0010635525846986,0.029513584225388,multiloop
186,0.0031534334136315,0.019694051938364,0.1656483150668177,0.0005317762923493,0.0132944073087333,0.0,99.8205255013321,multiloop
187,0.0028822275045333,0.0178071800180297,0.1648506506282936,99.834085796787,0.0010635525846986,0.0,0.0,multiloop
188,0.0029194518449978,0.0181401400974544,0.164584762482119,0.0026588814617466,0.0002658881461746,99.8322245797638,0.0002658881461746,multiloop
189,0.0031162090731671,0.0194794087215656,0.164584762482119,0.0002658881461746,0.012762631016384,0.0,99.82238671835532,stem
190,0.0029141340820743,0.0181153842347587,0.1643188743359443,99.83249046790996,0.000797664438524,0.002392993315572,0.0,stem
191,0.0029460406596153,0.0183909760924438,0.1632553217512456,0.0002658881461746,0.005583651069668,0.0,99.83089513903292,stem
192,0.0029566761854622,0.0185395215091629,0.162989433605071,99.83036336274056,0.001595328877048,0.0045200984849693,0.0005317762923493,stem
193,0.0031640689394785,0.0198661508729732,0.162989433605071,0.0,99.81999372503977,0.000797664438524,0.0162191769166547,stem
194,0.0031215268360905,0.0196323573307629,0.162989433605071,0.0018612170232226,0.0130285191625586,0.0,99.82212083020914,stem
195,0.0028556386899159,0.0177386313855699,0.1627235454588963,0.0,99.83541523751788,0.0,0.0018612170232226,stem
196,0.0028503209269924,0.0177069395773746,0.1627235454588963,99.83568112566404,0.0013294407308733,0.0002658881461746,0.0,interior loop & bulge
197,0.0030683492068556,0.0192676099580466,0.1632553217512456,0.010369637700812,0.001595328877048,99.8247797116709,0.0,stem
198,0.0029832650000797,0.0187231927983282,0.1632553217512456,0.003190657754096,0.0042542103387946,99.82903392200969,0.0002658881461746,stem
199,0.0033395551159538,0.0202834966503189,0.182133380129647,0.0,99.811219416216,0.0026588814617466,0.00398832219262,hairpin loop
200,0.0031427978877845,0.019644929681893,0.1651165387744683,0.0005317762923493,99.82105727762443,0.0,0.0132944073087333,hairpin loop
201,0.0029566761854622,0.0183986447983199,0.1643188743359443,0.0,99.83036336274056,0.0,0.0053177629234933,hairpin loop
202,0.0353152635749193,0.1610143712290676,0.1675095320900403,0.007178979946716,97.81333588585952,0.0,2.011975602103707,hairpin loop
203,0.0037171162835218,0.0233563461864527,0.1712319661364857,0.0109014139931613,0.0220687161324973,99.7923413578376,0.0034565459002706,hairpin loop
204,0.0030071949332354,0.0188851123847592,0.1619258810203723,0.0,99.8277044812788,0.0002658881461746,0.0101037495546373,hairpin loop
205,0.0029939005259267,0.0187787928980962,0.1619258810203723,0.0002658881461746,0.0093060851161133,0.0,99.82850214571734,stem
206,0.0038022004902977,0.0236662672286305,0.1616599928741977,0.0018612170232226,0.0483916426037894,0.0,99.7880871474988,stem
207,0.0034751580705029,0.0219526233400402,0.161394104728023,0.029513584225388,0.0045200984849693,99.80430632441544,0.0002658881461746,stem
208,0.0032385176204074,0.0205703992667971,0.1608623284356736,0.0114331902855106,0.0114331902855106,99.81627129099331,0.0,stem
209,0.0032916952496423,0.0207759223344896,0.1608623284356736,0.000797664438524,0.0252593738865933,99.8130806332392,0.0,stem
210,0.0028184143494514,0.0176113473217595,0.1603305521433243,0.0002658881461746,99.8372764545411,0.0,0.0021271051693973,stem
211,0.0028077788236044,0.0175719048590266,0.159798775850975,0.000797664438524,0.001595328877048,99.83780823083346,0.0,stem
212,0.0028503209269924,0.0178939996457705,0.1595328877048003,0.0,99.83568112566404,0.0002658881461746,0.0045200984849693,stem
213,0.0033023307754893,0.0209301517866031,0.1592669995586256,0.00398832219262,0.0236640450095453,99.8130806332392,0.0,stem
214,0.0024036288414189,0.0161825796497472,0.1265627575791416,99.85801572994274,0.0,0.0154215124781307,0.0,stem
215,0.0023344979234135,0.0157568069166438,0.1260309812867922,0.0,0.0124967428702093,0.0,99.861472275843,stem
216,0.0024248998931129,0.0165034824126579,0.1252333168482682,0.0029247696079213,0.015155624331956,0.0,99.85668628921184,stem
217,0.0025950683066647,0.0176076112167677,0.1252333168482682,0.0194098346707507,0.0069130918005413,99.84844375668044,0.0,hairpin loop
218,0.0024408531818834,0.016757174764572,0.1249674287020936,99.8561545129195,0.005583651069668,0.0077107562390653,0.005583651069668,hairpin loop
219,0.0021669883913235,0.0147603635789032,0.1241697642635696,99.8699806965206,0.0010635525846986,0.0037224340464453,0.0010635525846986,hairpin loop
220,0.0027014235651346,0.0181287397231981,0.1241697642635696,99.84339188190312,0.0002658881461746,0.030311248663912,0.0018612170232226,hairpin loop
221,0.0022706847683316,0.0155062178629108,0.1233720998250456,0.0090401969699386,0.0021271051693973,99.86492882174328,0.0005317762923493,stem
222,0.0020367031996979,0.0138495151401253,0.1209791065094736,0.000797664438524,0.0013294407308733,99.87689378832113,0.0,stem
